TextContent,TextType,url,Creator,CreatedAt,IssueID,RelatedPrID,IssueCategory,IsMPLF,CleanedTextContent
This is with latest 2020 version of mkl?,IssueComment,https://github.com/apache/mxnet/issues/17641#issuecomment-590472526,cjolivier01,2020-02-24 18:12:29,17641,[17751],Build bug,1,This is with latest 2020 version of mkl?
"Yes, I installed Intel MKL 2020.0-166",IssueComment,https://github.com/apache/mxnet/issues/17641#issuecomment-590473106,icemelon,2020-02-24 18:13:46,17641,[17751],Build bug,1,"Yes, I installed Intel MKL 2020.0-166"
"This behavior seems suspicious because the claim would also suggest that the problem would exist for all similar build cases (ie my machine now) as well as for clang, which would pull in libomp by default, and not libiomp5.",IssueComment,https://github.com/apache/mxnet/issues/17641#issuecomment-590476688,cjolivier01,2020-02-24 18:21:47,17641,[17751],Build bug,1,"This behavior seems suspicious because the claim would also suggest that the problem would exist for all similar build cases (ie my machine now) as well as for clang, which would pull in libomp by default, and not libiomp5."
does it occur with opencv turned off?,IssueComment,https://github.com/apache/mxnet/issues/17641#issuecomment-590486220,cjolivier01,2020-02-24 18:42:54,17641,[17751],Build bug,1,does it occur with opencv turned off?
Imperative version works fine. Probably something wrong with the `_Symbol.__getitem__`.,IssueComment,https://github.com/apache/mxnet/issues/17766#issuecomment-594959894,reminisce,2020-03-05 00:21:59,17766,[17770],Data bug,0,Imperative version works fine. Probably something wrong with the [code].
"Yes, I'm about to fix it.",IssueComment,https://github.com/apache/mxnet/issues/17766#issuecomment-594960137,sxjscience,2020-03-05 00:22:31,17766,[17770],Data bug,0,"Yes, I'm about to fix it."
"Aha! I think, I found it! While the `mshadow` implementation was fixed in PR #6834, the [`fused_op` implementation](https://github.com/apache/incubator-mxnet/blob/ea2dabaae5e1453572c9105f77322977bd14c108/src/operator/fusion/fused_op-inl.h#L553), that was introduced in PR #15167 uses the plain `ln(1 + exp(x))` formula.",IssueComment,https://github.com/apache/mxnet/issues/17844#issuecomment-599539183,RuRo,2020-03-16 13:34:43,17844,[17849],Processor bug,1,"Aha! I think, I found it! While the [code] implementation was fixed in PR #6834, the [[code] implementation]([url]#L553), that was introduced in PR #15167 uses the plain [code] formula."
"I think we need to specify the Ruby version 2.6.3 in the Gemfile, and regenerate the Gemfile.lock.
https://devcenter.heroku.com/articles/ruby-versions
I don't know what is requiring 2.6.3. But setting it as that should keep us from getting 2.6.5 instead and getting past this error.",IssueComment,https://github.com/apache/mxnet/issues/17918#issuecomment-604802528,aaronmarkham,2020-03-27 03:58:59,17918,[17927],Build bug,0,"I think we need to specify the Ruby version 2.6.3 in the Gemfile, and regenerate the Gemfile.lock. [url] I don't know what is requiring 2.6.3. But setting it as that should keep us from getting 2.6.5 instead and getting past this error."
"The fix was accomplished this way:

Step 1: Setup rvm
1. Install packages
```
sudo apt-get install software-properties-common
sudo apt-add-repository -y ppa:rael-gc/rvm
sudo apt-get update
sudo apt-get install rvm
echo 'source ""/etc/profile.d/rvm.sh""' >> ~/.bashrc
```
2. Logout. Login.
3. Test running `rvm`.
4. Change directories to `incubator-mxnet/docs/static_site/src` **important**

Step 2: Setup Ruby
1. Install Ruby 2.6.5
```
rvm install '2.6.5'
```
2. Use Ruby 2.6.5
```
rvm use '2.6.5'
```

Step 3: Setup `bundler2`
```
gem update --system
gem install bundler:2.0.2
```

Step 4: update the Gemfile
1. Edit Gemfile and add `ruby ""2.6.5""` under `source ""https://rubygems.org""`
2. Update the Gemfile.lock file
```
bundler update --bundler
```

Then well after I went down a rabbit hole of updating Jekyll, I realized the 2.6.3 setting was coming from the Dockerfile. So anytime this happens again... you have to check:
* the dockerfile for jekyll
* the _config.yml files
* the Gemlock file
* and regen the Gemlock.lock file
",IssueComment,https://github.com/apache/mxnet/issues/17918#issuecomment-605290574,aaronmarkham,2020-03-27 20:00:53,17918,[17927],Build bug,0,"The fix was accomplished this way: Step 1: Setup rvm 1. Install packages ``[code]`[code]rvm[code]incubator-mxnet/docs/static_site/src[code]`[code]`[code]`[code]`[code]bundler2[code]`[code]`[code]ruby ""2.6.5""[code]source ""[url]""[code]`[code]`` Then well after I went down a rabbit hole of updating Jekyll, I realized the 2.6.3 setting was coming from the Dockerfile. So anytime this happens again... you have to check: * the dockerfile for jekyll * the _config.yml files * the Gemlock file * and regen the Gemlock.lock file"
"I can reproduce this with mxnet-cu101==1.6 on a G4 instancen. This appears to be a bug with operator fusion. If you export `MXNET_USE_FUSION=0` the program works as expect.

```
% MXNET_USE_FUSION=0 python3 test.py                                           24s ~ ip-172-31-32-170
hybridizing
[[0.5 1.5 2.5 3.5 4.5 5.5 6.5 7.5 8.5]
 [0.5 1.5 2.5 3.5 4.5 5.5 6.5 7.5 8.5]
 [0.5 1.5 2.5 3.5 4.5 5.5 6.5 7.5 8.5]]
% MXNET_USE_FUSION=1 python3 test.py                                                                                                                                                  7s ~ ip-172-31-32-170
hybridizing
[[0.  1.  2.  3.  4.  5.  6.  7.  8. ]
 [9.  0.  1.  2.  3.  4.  5.  6.  7. ]
 [8.  9.  0.  0.5 1.  1.5 2.  2.5 3. ]]
```

CC @ptrendx ",IssueComment,https://github.com/apache/mxnet/issues/17914#issuecomment-604559218,leezu,2020-03-26 17:18:01,17914,[17937],Processor bug,1,I can reproduce this with mxnet-cu101==1.6 on a G4 instancen. This appears to be a bug with operator fusion. If you export [code] the program works as expect. ``[code]`` CC @ptrendx
I will look into this - I'm not sure if this is + though that is problematic. It looks more like a problem with handling of slice_axis. I will investigate.,IssueComment,https://github.com/apache/mxnet/issues/17914#issuecomment-604604059,ptrendx,2020-03-26 18:32:34,17914,[17937],Processor bug,1,I will look into this - I'm not sure if this is + though that is problematic. It looks more like a problem with handling of slice_axis. I will investigate.
"Ok, I see where the problem comes from - there is a bug in handling negative values for parameters in the code generator - in your example if you change axis to 1 and end to 9 you will get the right answer. I will fix that and submit PR shortly.",IssueComment,https://github.com/apache/mxnet/issues/17914#issuecomment-605298056,ptrendx,2020-03-27 20:20:58,17914,[17937],Processor bug,1,"Ok, I see where the problem comes from - there is a bug in handling negative values for parameters in the code generator - in your example if you change axis to 1 and end to 9 you will get the right answer. I will fix that and submit PR shortly."
"Also, a deeper dive into the problem shows that the issue appears when one layer is reused for 5,6,7 times:
```bash
wget https://gist.githubusercontent.com/sxjscience/0bd336c921396b3c66331354e1866886/raw/80a428980fd91110455e847c1a02aef4ae2cba7f/grad_req_addto_bug.py -O grad_req_addto_bug.py
for nrepeat in 1 2 3 4 5 6 7 8 9 10
do
    echo ""nrepeat=${nrepeat}""
    echo ""with addto""
    python grad_req_addto_bug.py --addto --nrepeat ${nrepeat}
    echo ""without addto""
    python grad_req_addto_bug.py --nrepeat ${nrepeat}
done
```
Result:
```
nrepeat=1
with addto
foo0_dense0_weight 86.363464
foo0_dense0_bias 19.548544
without addto
foo0_dense0_weight 86.363464
foo0_dense0_bias 19.548544
nrepeat=2
with addto
foo0_dense0_weight 21.480562
foo0_dense0_bias 19.870453
without addto
foo0_dense0_weight 21.480562
foo0_dense0_bias 19.870453
nrepeat=3
with addto
foo0_dense0_weight 4.64952
foo0_dense0_bias 19.938385
without addto
foo0_dense0_weight 4.64952
foo0_dense0_bias 19.938385
nrepeat=4
with addto
foo0_dense0_weight 0.94337225
foo0_dense0_bias 19.947392
without addto
foo0_dense0_weight 0.94337225
foo0_dense0_bias 19.947392
nrepeat=5
with addto
foo0_dense0_weight 1.7802463
foo0_dense0_bias 315.05945
without addto
foo0_dense0_weight 0.19310227
foo0_dense0_bias 19.947094
nrepeat=6
with addto
foo0_dense0_weight 0.6738244
foo0_dense0_bias 630.11865
without addto
foo0_dense0_weight 0.041728128
foo0_dense0_bias 19.946844
nrepeat=7
with addto
foo0_dense0_weight 0.26325437
foo0_dense0_bias 1260.2372
without addto
foo0_dense0_weight 0.009131842
foo0_dense0_bias 19.946758
nrepeat=8
with addto
foo0_dense0_weight 0.0020059107
foo0_dense0_bias 19.946749
without addto
foo0_dense0_weight 0.0020059107
foo0_dense0_bias 19.946749
nrepeat=9
with addto
foo0_dense0_weight 0.00045126013
foo0_dense0_bias 19.946749
without addto
foo0_dense0_weight 0.00045126013
foo0_dense0_bias 19.946749
nrepeat=10
with addto
foo0_dense0_weight 0.00010413639
foo0_dense0_bias 19.946749
without addto
foo0_dense0_weight 0.00010413639
foo0_dense0_bias 19.946749
```

This shows that it's only wrong when `nrepeat` is 5,6,7",IssueComment,https://github.com/apache/mxnet/issues/17989#issuecomment-610206398,sxjscience,2020-04-07 06:43:54,17989,[17995],Algorithm design bug,1,"Also, a deeper dive into the problem shows that the issue appears when one layer is reused for 5,6,7 times: ``[code]`[code]`[code]`[code]nrepeat` is 5,6,7"
"Also, adding zero_grad before the `mx.autograd.record()` won't solve this problem. I've revised the script in gist and you may try the new version:
```bash
wget https://gist.githubusercontent.com/sxjscience/0bd336c921396b3c66331354e1866886/raw/d618ba69cbecf04d3013db77af86c29d62fe0336/grad_req_addto_bug.py -O grad_req_addto_bug.py
python grad_req_addto_bug.py --addto
python grad_req_addto_bug.py

```


```log
ubuntu@ip-172-31-27-255:~$ python grad_req_addto_bug.py --addto

foo0_dense0_weight 1.7802463
foo0_dense0_bias 315.05945
ubuntu@ip-172-31-27-255:~$ python grad_req_addto_bug.py
foo0_dense0_weight 0.19310227
foo0_dense0_bias 19.947094
```",IssueComment,https://github.com/apache/mxnet/issues/17989#issuecomment-610208876,sxjscience,2020-04-07 06:50:38,17989,[17995],Algorithm design bug,1,"Also, adding zero_grad before the [code] won't solve this problem. I've revised the script in gist and you may try the new version: ``[code]`[code]`[code]``"
"I discovered this bug when trying to use different parameters of ALBERT. In the original ALBERT, the number of layers are 12 or 24. Both of them won't trigger the bug, so it took me some time to localize the issue.

```
ubuntu@ip-172-31-27-255:~$ python grad_req_addto_bug.py --addto --nrepeat 12

foo0_dense0_weight 5.412447e-06
foo0_dense0_bias 19.946749
ubuntu@ip-172-31-27-255:~$ python grad_req_addto_bug.py --nrepeat 12
foo0_dense0_weight 5.412447e-06
foo0_dense0_bias 19.946749
```

```
ubuntu@ip-172-31-27-255:~$ python grad_req_addto_bug.py --addto --nrepeat 24

foo0_dense0_weight 5.706055e-14
foo0_dense0_bias 19.946749
ubuntu@ip-172-31-27-255:~$ python grad_req_addto_bug.py --nrepeat 24
foo0_dense0_weight 5.706055e-14
```

Also, the bug occurs in the hybridized case.

```
ubuntu@ip-172-31-27-255:~$ python grad_req_addto_bug.py --addto --nrepeat 5 --hybridize

foo0_dense0_weight 1.7802463
foo0_dense0_bias 315.05945
ubuntu@ip-172-31-27-255:~$ python grad_req_addto_bug.py  --nrepeat 5 --hybridize
foo0_dense0_weight 0.19310227
foo0_dense0_bias 19.947094
```

It also appears in the legacy `mx.nd` interface:

```python
import mxnet as mx
from mxnet.gluon import nn, HybridBlock
import numpy as np
import argparse

np.random.seed(123)
mx.random.seed(123)


parser = argparse.ArgumentParser(
        description='Grad req bug minimal example')
parser.add_argument('--addto', action='store_true')
parser.add_argument('--hybridize', action='store_true')
parser.add_argument('--nrepeat', type=int, default=5)
args = parser.parse_args()

class Foo(HybridBlock):
    def __init__(self, prefix=None, params=None):
        super().__init__(prefix=prefix, params=params)
        with self.name_scope():
            self.layer = nn.Dense(16)

    def hybrid_forward(self, F, dat):
        out = dat
        for _ in range(args.nrepeat):
            out = self.layer(out)
        return out

foo = Foo()
if args.hybridize:
   foo.hybridize()
foo.initialize(ctx=mx.gpu())

if args.addto:
    for p in foo.collect_params().values():
        p.grad_req = 'add'



dat = mx.nd.random.normal(0, 1, (32, 16), ctx=mx.gpu())
og = mx.nd.random.normal(0, 1, (32, 16), ctx=mx.gpu())
with mx.autograd.record():
    out = foo(dat)
    loss = (out * og).sum()
    loss.backward()
for k, v in foo.collect_params().items():
    print(k, mx.nd.norm(v.grad()))


```

```bash
ubuntu@ip-172-31-27-255:~$ python grad_req_addto_bug_nd.py  --nrepeat 5 --hybridize
foo0_dense0_weight 
[0.16300175]
<NDArray 1 @gpu(0)>
foo0_dense0_bias 
[27.344622]
<NDArray 1 @gpu(0)>
ubuntu@ip-172-31-27-255:~$ python grad_req_addto_bug_nd.py  --nrepeat 5 --hybridize --addto
foo0_dense0_weight 
[1.3425881]
<NDArray 1 @gpu(0)>
foo0_dense0_bias 
[424.70026]
<NDArray 1 @gpu(0)>
```
",IssueComment,https://github.com/apache/mxnet/issues/17989#issuecomment-610213687,sxjscience,2020-04-07 07:03:15,17989,[17995],Algorithm design bug,1,"I discovered this bug when trying to use different parameters of ALBERT. In the original ALBERT, the number of layers are 12 or 24. Both of them won't trigger the bug, so it took me some time to localize the issue. ``[code]`[code]`[code]`[code]`[code]`[code]mx.nd[code]`[code]`[code]`[code]``"
"Just verified that there is no problem when `ctx=mx.cpu()` . Also, I've found a simpler script to reproduce the problem:

```python

import mxnet as mx
import numpy as np
mx.npx.set_np()


for ctx in [mx.cpu(), mx.gpu()]:
    for nrepeat in range(1, 10):
        stored_grad = dict()
        for grad_req in ['write', 'add']:
            a = mx.np.array(1, ctx=ctx)
            b = mx.np.array(2, ctx=ctx)
            if grad_req == 'write':
                a.attach_grad(grad_req='write')
            elif grad_req == 'add':
                a.attach_grad(grad_req='add')
            a.grad[()] = 0
            with mx.autograd.record():
                for _ in range(nrepeat):
                    b = b * a
                b.backward()
            stored_grad[grad_req] = a.grad.asnumpy()
        print('ctx={}, nrepeat={}, write={}, add={}'.format(ctx, nrepeat, stored_grad['write'], stored_grad['add']))
```

Result:
```
ctx=cpu(0), nrepeat=1, write=2.0, add=2.0
ctx=cpu(0), nrepeat=2, write=4.0, add=4.0
ctx=cpu(0), nrepeat=3, write=6.0, add=6.0
ctx=cpu(0), nrepeat=4, write=8.0, add=8.0
ctx=cpu(0), nrepeat=5, write=10.0, add=10.0
ctx=cpu(0), nrepeat=6, write=12.0, add=12.0
ctx=cpu(0), nrepeat=7, write=14.0, add=14.0
ctx=cpu(0), nrepeat=8, write=16.0, add=16.0
ctx=cpu(0), nrepeat=9, write=18.0, add=18.0
ctx=gpu(0), nrepeat=1, write=2.0, add=2.0
ctx=gpu(0), nrepeat=2, write=4.0, add=4.0
ctx=gpu(0), nrepeat=3, write=6.0, add=6.0
ctx=gpu(0), nrepeat=4, write=8.0, add=8.0
ctx=gpu(0), nrepeat=5, write=10.0, add=62.0
ctx=gpu(0), nrepeat=6, write=12.0, add=126.0
ctx=gpu(0), nrepeat=7, write=14.0, add=254.0
ctx=gpu(0), nrepeat=8, write=16.0, add=16.0
ctx=gpu(0), nrepeat=9, write=18.0, add=18.0
```",IssueComment,https://github.com/apache/mxnet/issues/17989#issuecomment-610219553,sxjscience,2020-04-07 07:17:41,17989,[17995],Algorithm design bug,1,"Just verified that there is no problem when [code] . Also, I've found a simpler script to reproduce the problem: ``[code]`[code]`[code]``"
@eric-haibin-lin @szha @szhengac @zhreshold This is the worst problem I've found and it impacts all models with `grad_req=add`.,IssueComment,https://github.com/apache/mxnet/issues/17989#issuecomment-610220167,sxjscience,2020-04-07 07:19:11,17989,[17995],Algorithm design bug,1,@eric-haibin-lin @szha @szhengac @zhreshold This is the worst problem I've found and it impacts all models with [code].
This bug does affect many models with parameters sharing.,IssueComment,https://github.com/apache/mxnet/issues/17989#issuecomment-610225332,zheyuye,2020-04-07 07:31:19,17989,[17995],Algorithm design bug,1,This bug does affect many models with parameters sharing.
@ptrendx both this issue and the #16708 seem to be GPU-specific. Would you mind taking a look?,IssueComment,https://github.com/apache/mxnet/issues/17989#issuecomment-610466779,szha,2020-04-07 15:49:52,17989,[17995],Algorithm design bug,1,@ptrendx both this issue and the #16708 seem to be GPU-specific. Would you mind taking a look?
Sure,IssueComment,https://github.com/apache/mxnet/issues/17989#issuecomment-610480017,ptrendx,2020-04-07 16:12:37,17989,[17995],Algorithm design bug,1,Sure
"Hmm, I just tried the latest script from @sxjscience and I got exactly opposite results - gpu working as expected and cpu not working right:
```
ctx=cpu(0), nrepeat=1, write=2.0, add=2.0
ctx=cpu(0), nrepeat=2, write=4.0, add=4.0
ctx=cpu(0), nrepeat=3, write=6.0, add=6.0
ctx=cpu(0), nrepeat=4, write=8.0, add=8.0
ctx=cpu(0), nrepeat=5, write=10.0, add=62.0
ctx=cpu(0), nrepeat=6, write=12.0, add=126.0
ctx=cpu(0), nrepeat=7, write=14.0, add=254.0
ctx=cpu(0), nrepeat=8, write=16.0, add=16.0
ctx=cpu(0), nrepeat=9, write=18.0, add=18.0
ctx=gpu(0), nrepeat=1, write=2.0, add=2.0
ctx=gpu(0), nrepeat=2, write=4.0, add=4.0
ctx=gpu(0), nrepeat=3, write=6.0, add=6.0
ctx=gpu(0), nrepeat=4, write=8.0, add=8.0
ctx=gpu(0), nrepeat=5, write=10.0, add=10.0
ctx=gpu(0), nrepeat=6, write=12.0, add=12.0
ctx=gpu(0), nrepeat=7, write=14.0, add=14.0
ctx=gpu(0), nrepeat=8, write=16.0, add=16.0
ctx=gpu(0), nrepeat=9, write=18.0, add=18.0
```

I ran it ~15 times and always got the same result. What is the version of MXNet you tried it on, @sxjscience?",IssueComment,https://github.com/apache/mxnet/issues/17989#issuecomment-610591415,ptrendx,2020-04-07 20:00:41,17989,[17995],Algorithm design bug,1,"Hmm, I just tried the latest script from @sxjscience and I got exactly opposite results - gpu working as expected and cpu not working right: ``[code]`` I ran it ~15 times and always got the same result. What is the version of MXNet you tried it on, @sxjscience?"
"@ptrendx @szha @zhreshold I find that the bug also exists in 1.5.0, 1.4.0, 1.3.1, 1.2.1. In fact, results on both CPU and GPU are wrong in these versions. Reproducible script is given as follows (I used the legacy mx.nd).

```python
import mxnet as mx
import numpy as np


for ctx in [mx.cpu(), mx.gpu()]:
    for nrepeat in range(1, 10):
        stored_grad = dict()
        for grad_req in ['write', 'add']:
            a = mx.nd.array([1], ctx=ctx)
            b = mx.nd.array([2], ctx=ctx)
            if grad_req == 'write':
                a.attach_grad(grad_req='write')
            elif grad_req == 'add':
                a.attach_grad(grad_req='add')
            a.grad[:] = 0
            with mx.autograd.record():
                for _ in range(nrepeat):
                    b = b * a
                b.backward()
            stored_grad[grad_req] = a.grad.asscalar()
        print('ctx={}, nrepeat={}, write={}, add={}'.format(ctx, nrepeat, stored_grad['write'], stored_grad['add']))
```

For MXNet 1.5.0, I used `pip install mxnet-cu101==1.5.0`
For MXNet 1.4.0, I used `pip install mxnet-cu92==1.4.0`
For MXNet 1.3.1, I used `pip install mxnet-cu92==1.3.1`
For MXNet 1.2.1, I used `pip install mxnet-cu92==1.2.1`

Output
```
ctx=cpu(0), nrepeat=1, write=2.0, add=2.0
ctx=cpu(0), nrepeat=2, write=4.0, add=4.0
ctx=cpu(0), nrepeat=3, write=6.0, add=6.0
ctx=cpu(0), nrepeat=4, write=8.0, add=8.0
ctx=cpu(0), nrepeat=5, write=10.0, add=62.0
ctx=cpu(0), nrepeat=6, write=12.0, add=126.0
ctx=cpu(0), nrepeat=7, write=14.0, add=254.0
ctx=cpu(0), nrepeat=8, write=16.0, add=16.0
ctx=cpu(0), nrepeat=9, write=18.0, add=18.0
ctx=gpu(0), nrepeat=1, write=2.0, add=2.0
ctx=gpu(0), nrepeat=2, write=4.0, add=4.0
ctx=gpu(0), nrepeat=3, write=6.0, add=6.0
ctx=gpu(0), nrepeat=4, write=8.0, add=8.0
ctx=gpu(0), nrepeat=5, write=10.0, add=62.0
ctx=gpu(0), nrepeat=6, write=12.0, add=126.0
ctx=gpu(0), nrepeat=7, write=14.0, add=254.0
ctx=gpu(0), nrepeat=8, write=16.0, add=16.0
ctx=gpu(0), nrepeat=9, write=18.0, add=18.0
```",IssueComment,https://github.com/apache/mxnet/issues/17989#issuecomment-610591835,sxjscience,2020-04-07 20:01:38,17989,[17995],Algorithm design bug,1,"@ptrendx @szha @zhreshold I find that the bug also exists in 1.5.0, 1.4.0, 1.3.1, 1.2.1. In fact, results on both CPU and GPU are wrong in these versions. Reproducible script is given as follows (I used the legacy mx.nd). ``[code]`[code]pip install mxnet-cu101==1.5.0[code]pip install mxnet-cu92==1.4.0[code]pip install mxnet-cu92==1.3.1[code]pip install mxnet-cu92==1.2.1[code]`[code]``"
"@ptrendx @zhreshold @szha I tried to run with MXNet==1.0.0 but it give me another error. The earliest version I can confirm that has this issue is 1.2.0. This is really critical and impacts the very basic functionality of a DL framework, i.e., autograd.",IssueComment,https://github.com/apache/mxnet/issues/17989#issuecomment-610595164,sxjscience,2020-04-07 20:09:05,17989,[17995],Algorithm design bug,1,"@ptrendx @zhreshold @szha I tried to run with MXNet==1.0.0 but it give me another error. The earliest version I can confirm that has this issue is 1.2.0. This is really critical and impacts the very basic functionality of a DL framework, i.e., autograd."
"@ptrendx I'm using a compiled version of master. Are you able to reproduce it using the script I attached at the beginning of the issue?
```
wget https://gist.githubusercontent.com/sxjscience/0bd336c921396b3c66331354e1866886/raw/d618ba69cbecf04d3013db77af86c29d62fe0336/grad_req_addto_bug.py -O grad_req_addto_bug.py
python grad_req_addto_bug.py --addto
python grad_req_addto_bug.py
```",IssueComment,https://github.com/apache/mxnet/issues/17989#issuecomment-610596656,sxjscience,2020-04-07 20:12:38,17989,[17995],Algorithm design bug,1,@ptrendx I'm using a compiled version of master. Are you able to reproduce it using the script I attached at the beginning of the issue? ``[code]``
"I first tried on our container (which is based on 1.6.0), since that is the easiest thing for me to try first. When I tried both your numpy and ndarray small examples I see CPU exhibiting the error and GPU not, so looking into what could be different between those implementations.",IssueComment,https://github.com/apache/mxnet/issues/17989#issuecomment-610598084,ptrendx,2020-04-07 20:15:50,17989,[17995],Algorithm design bug,1,"I first tried on our container (which is based on 1.6.0), since that is the easiest thing for me to try first. When I tried both your numpy and ndarray small examples I see CPU exhibiting the error and GPU not, so looking into what could be different between those implementations."
May be it's not related to specific implementation in the GPU side.,IssueComment,https://github.com/apache/mxnet/issues/17989#issuecomment-610599468,sxjscience,2020-04-07 20:18:39,17989,[17995],Algorithm design bug,1,May be it's not related to specific implementation in the GPU side.
"It is ElementwiseSum, although I'm not sure why after 7 repeats you get correct result again.
The code of ElementwiseSum for more than 4 repetitions:
```c
    default: {
      DType* in_0_dptr = in_data[0].dptr<DType>();
      Kernel<Sum, xpu>::Launch(s, out_size, out_dptr, req[0], in_0_dptr);
      for (size_t i = 1; i < size; ++i) {
        DType* in_dptr = in_data[i].dptr<DType>();
        Kernel<Sum, xpu>::Launch(s, out_size, out_dptr, req[0], out_dptr, in_dptr);
      }
      break;
    }
```
which is wrong - if `req[0]` is kAddTo (which it will be in this case), after the first kernel you get 
```
out = out + in_0
```
but then the subsequent ones instead of doing
```
out = out + in_i
```
do
```
out += out + in_i
```",IssueComment,https://github.com/apache/mxnet/issues/17989#issuecomment-610604273,ptrendx,2020-04-07 20:29:24,17989,[17995],Algorithm design bug,1,"It is ElementwiseSum, although I'm not sure why after 7 repeats you get correct result again. The code of ElementwiseSum for more than 4 repetitions: ``[code]`[code]req[0][code]`[code]`[code]`[code]`[code]`[code]``"
"I don't see this issue in our (not yet released) container because I changed ElementwiseSum implementation to be vectorized, and there I do have the proper logic:
```c
      for (size_t i = 0; i < inputs.size(); i += num_inputs_per_kernel) {
        if (i == 0) {
          using Kernel = VectorizedElementwiseSumFwd<DType, Req>;
          typename Kernel::ParamType params;
          params.num_inputs = std::min(num_inputs_per_kernel, inputs.size() - i);
          for (int j = 0; j < params.num_inputs; ++j) {
            params.inputs[j] = inputs[i + j].dptr<DType>();
          }
          params.outputs[0] = outputs[0].dptr<DType>();
          VectorizedKernelLauncher<DType, LType, Kernel>(size, s, params);
        } else {
          /* During subsequent launches we need to
             accumulate into the previous outputs
          */
          using Kernel = VectorizedElementwiseSumFwd<DType, kAddTo>;
          typename Kernel::ParamType params;
          params.num_inputs = std::min(num_inputs_per_kernel, inputs.size() - i);
          for (int j = 0; j < params.num_inputs; ++j) {
            params.inputs[j] = inputs[i + j].dptr<DType>();
          }
          params.outputs[0] = outputs[0].dptr<DType>();
          VectorizedKernelLauncher<DType, LType, Kernel>(size, s, params);
        }
      }
```
where I change the sum to do `kAddTo` and not including the output as one of the parameters.",IssueComment,https://github.com/apache/mxnet/issues/17989#issuecomment-610605392,ptrendx,2020-04-07 20:31:49,17989,[17995],Algorithm design bug,1,"I don't see this issue in our (not yet released) container because I changed ElementwiseSum implementation to be vectorized, and there I do have the proper logic: ``[code]`[code]kAddTo` and not including the output as one of the parameters."
@ptrendx Thanks! I think that explains the cause.,IssueComment,https://github.com/apache/mxnet/issues/17989#issuecomment-610605521,sxjscience,2020-04-07 20:32:06,17989,[17995],Algorithm design bug,1,@ptrendx Thanks! I think that explains the cause.
It does not explain why it does the right thing for nrepeat=8 forward. There has to be something else going on there that limits elementwisesum to 7 inputs somehow.,IssueComment,https://github.com/apache/mxnet/issues/17989#issuecomment-610605942,ptrendx,2020-04-07 20:33:03,17989,[17995],Algorithm design bug,1,It does not explain why it does the right thing for nrepeat=8 forward. There has to be something else going on there that limits elementwisesum to 7 inputs somehow.
"I don't think it's related to particular op implementation, it's something may not be working at all when autograd is introduced. 
See the experiments I did: https://github.com/apache/incubator-mxnet/issues/16708#issuecomment-558876214

What I did is replicate the same node N times, if N is in (1, 2, 3, 4, 8, 9, 10...) times, the loss and gradients are always GOOD, however, with (5, 6, 7), the gradients will diverge at the first iteration",IssueComment,https://github.com/apache/mxnet/issues/17989#issuecomment-610623359,zhreshold,2020-04-07 21:12:34,17989,[17995],Algorithm design bug,1,"I don't think it's related to particular op implementation, it's something may not be working at all when autograd is introduced. See the experiments I did: [url]#issuecomment-558876214 What I did is replicate the same node N times, if N is in (1, 2, 3, 4, 8, 9, 10...) times, the loss and gradients are always GOOD, however, with (5, 6, 7), the gradients will diverge at the first iteration"
"@zhreshold And for any op that you check you introduce the elemwisesum node in the backward pass that aggregates the gradients, which you do not see in the model. As I said, I still do not understand why 8+ is fine, I would expect everything above 4 to fail (as elemwisesum implementation has special cases for 2,3 and 4, and then buggy one for 5+). I will look into it further.",IssueComment,https://github.com/apache/mxnet/issues/17989#issuecomment-610639500,ptrendx,2020-04-07 21:54:04,17989,[17995],Algorithm design bug,1,"@zhreshold And for any op that you check you introduce the elemwisesum node in the backward pass that aggregates the gradients, which you do not see in the model. As I said, I still do not understand why 8+ is fine, I would expect everything above 4 to fail (as elemwisesum implementation has special cases for 2,3 and 4, and then buggy one for 5+). I will look into it further."
"@ptrendx After checking the source code, I think it's due to the `MXNET_EXEC_INPLACE_GRAD_SUM_CAP` setting to 8 by default. The `ElementwiseSum` is used in the GraphExecutor to accumulate the gradient:
https://github.com/apache/incubator-mxnet/blob/79c576b8157539d365cc9e0e1e355d4ca12f7374/src/executor/graph_executor.cc#L255-L263

And the inplace_sum_cap is by default 8:
https://github.com/apache/incubator-mxnet/blob/79c576b8157539d365cc9e0e1e355d4ca12f7374/src/executor/graph_executor.cc#L228",IssueComment,https://github.com/apache/mxnet/issues/17989#issuecomment-610643223,sxjscience,2020-04-07 22:04:11,17989,[17995],Algorithm design bug,1,"@ptrendx After checking the source code, I think it's due to the [code] setting to 8 by default. The [code] is used in the GraphExecutor to accumulate the gradient: [url]#L255-L263 And the inplace_sum_cap is by default 8: [url]#L228"
"Yup, setting that env variable (undocumented BTW ;-) ) to higher value makes the test fail for the higher cases too.",IssueComment,https://github.com/apache/mxnet/issues/17989#issuecomment-610646412,ptrendx,2020-04-07 22:13:45,17989,[17995],Algorithm design bug,1,"Yup, setting that env variable (undocumented BTW ;-) ) to higher value makes the test fail for the higher cases too."
"Discovered in all 5 builds of PR https://github.com/apache/incubator-mxnet/pull/17993
",IssueComment,https://github.com/apache/mxnet/issues/18005#issuecomment-611692990,ChaiBapchya,2020-04-09 18:47:18,18005,[18018],Build bug,0,Discovered in all 5 builds of PR [url]
