TextContent,TextType,url,Creator,CreatedAt,IssueID,RelatedPrID,IssueCategory,IsMPLF,CleanedTextContent,SentimentScore
"@jeongukjae 
Created a PR to fix this issue, this issue will be closed once the [PR](https://github.com/tensorflow/tensorflow/pull/48215) is merged.

Thanks!.",IssueComment,https://github.com/tensorflow/tensorflow/issues/48189#issuecomment-810976195,Saduf2019,2021-03-31 11:01:23,48189,[48215],Visualization bug,0,"@jeongukjae Created a PR to fix this issue, this issue will be closed once the [PR]([url] is merged. Thanks!.",3
"Yes. ""Example"" would be a slightly better fit. ""Sample"" is used in the sense ""sample from a probability distribution"", we often think of datasets as sample from a distribution, an ""example"" is a ""sample of size 1"".

If you send a PR I'll approve it.
",IssueComment,https://github.com/tensorflow/tensorflow/issues/48298#issuecomment-813564824,MarkDaoust,2021-04-05 18:36:15,48298,[48318],Documentation bug,0,"Yes. ""Example"" would be a slightly better fit. ""Sample"" is used in the sense ""sample from a probability distribution"", we often think of datasets as sample from a distribution, an ""example"" is a ""sample of size 1"". If you send a PR I'll approve it.",3
"Here's a brief about the issue...
In this repo (tensorflow/tensorflow/examples) the README is enough with examples and all other things, but still it has a statement ""This directory is not actively maintained"" which is fine, but I feel a statement must be included along with it... ""Refer this repo for other examples"" so that newcomers will know and refer to that link",IssueComment,https://github.com/tensorflow/tensorflow/issues/48394#issuecomment-815496269,alphaX86,2021-04-08 06:46:25,48394,[48398],Documentation bug,0,"Here's a brief about the issue... In this repo (tensorflow/tensorflow/examples) the README is enough with examples and all other things, but still it has a statement ""This directory is not actively maintained"" which is fine, but I feel a statement must be included along with it... ""Refer this repo for other examples"" so that newcomers will know and refer to that link",1
"And TF community, please assign me this issue, I want to work on it! :)",IssueComment,https://github.com/tensorflow/tensorflow/issues/48394#issuecomment-815496536,alphaX86,2021-04-08 06:46:50,48394,[48398],Documentation bug,0,"And TF community, please assign me this issue, I want to work on it! :)",5
"@alphaX86 
 Please feel free to submit a PR.Thanks!",IssueComment,https://github.com/tensorflow/tensorflow/issues/48394#issuecomment-815505841,Saduf2019,2021-04-08 07:02:19,48394,[48398],Documentation bug,0,@alphaX86 Please feel free to submit a PR.Thanks!,3
[colab link](https://colab.research.google.com/gist/eli-osherovich/591f0e7a44b9b912fd9fcf52711a09dd/untitled1.ipynb),IssueComment,https://github.com/tensorflow/tensorflow/issues/47954#issuecomment-803589333,eli-osherovich,2021-03-21 14:16:35,47954,[48434],Data bug,0,[colab link]([url],0
"Was able to reproduce the issue with TF v2.3, TF v2.4 and TF-nightly. Please find the gist of it [here](https://colab.research.google.com/gist/amahendrakar/acad508bce039cd9db9209532dd88d83/47954.ipynb). Thanks!",IssueComment,https://github.com/tensorflow/tensorflow/issues/47954#issuecomment-804038672,amahendrakar,2021-03-22 12:55:01,47954,[48434],Data bug,0,"Was able to reproduce the issue with TF v2.3, TF v2.4 and TF-nightly. Please find the gist of it [here]([url] Thanks!",0
Any response?,IssueComment,https://github.com/tensorflow/tensorflow/issues/47954#issuecomment-812632621,eli-osherovich,2021-04-02 17:35:04,47954,[48434],Data bug,0,Any response?,0
/cc @nikitamaia ,IssueComment,https://github.com/tensorflow/tensorflow/issues/47954#issuecomment-819119841,bhack,2021-04-13 23:41:53,47954,[48434],Data bug,0,/cc @nikitamaia,0
"Are you satisfied with the resolution of your issue?
<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfaP12TRhd9xSxjXZjcZFNXPGk4kc1-qMdv3gc6bEP90vY1ew/viewform?entry.85265664=Yes&entry.2137816233=https://github.com/tensorflow/tensorflow/issues/47954"">Yes</a>
<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfaP12TRhd9xSxjXZjcZFNXPGk4kc1-qMdv3gc6bEP90vY1ew/viewform?entry.85265664=No&entry.2137816233=https://github.com/tensorflow/tensorflow/issues/47954"">No</a>
",IssueComment,https://github.com/tensorflow/tensorflow/issues/47954#issuecomment-848252978,google-ml-butler[bot],2021-05-25 20:49:14,47954,[48434],Data bug,0,"Are you satisfied with the resolution of your issue? <a href=""[url]"">Yes</a> <a href=""[url]"">No</a>",0
"@atn832 ,
Can you please share us the exact link where **`embeddings_metadata`** was located, so that we can fix it? Thanks!",IssueComment,https://github.com/tensorflow/tensorflow/issues/48174#issuecomment-812768717,rmothukuru,2021-04-03 00:57:28,48174,[48457],Visualization bug,0,"@atn832 , Can you please share us the exact link where **[code]** was located, so that we can fix it? Thanks!",2
"This issue has been automatically marked as stale because it has not had recent activity. It will be closed if no further activity occurs. Thank you.
",IssueComment,https://github.com/tensorflow/tensorflow/issues/48174#issuecomment-817052009,google-ml-butler[bot],2021-04-10 01:52:09,48174,[48457],Visualization bug,0,This issue has been automatically marked as stale because it has not had recent activity. It will be closed if no further activity occurs. Thank you.,0
"@scarlehoff 
Created pr #48536 to fix this issue, once the pr is merged this issue will be automatically closed.
Thanks!",IssueComment,https://github.com/tensorflow/tensorflow/issues/48473#issuecomment-820236488,Saduf2019,2021-04-15 08:37:52,48473,[48536],Documentation bug,0,"@scarlehoff Created pr #48536 to fix this issue, once the pr is merged this issue will be automatically closed. Thanks!",3
"I have tried in colab with TF v2.4,TF v2.5.0rc0, TF-nightly and noticed that session is being crashed.Please find the [gist](https://colab.research.google.com/gist/tilakrayal/0320e88d57e19455caae287cb8e0a208/48470.ipynb) here",IssueComment,https://github.com/tensorflow/tensorflow/issues/48470#issuecomment-817885326,tilakrayal,2021-04-12 15:01:22,48470,[48566],Algorithm design bug,0,"I have tried in colab with TF v2.4,TF v2.5.0rc0, TF-nightly and noticed that session is being crashed.Please find the [gist]([url] here",-2
Thanks for the report. I would suggest raising `ValueError` for all conv layers in case `filters` is `0`. Would you be able to open a PR implementing this change (including tests)?,IssueComment,https://github.com/tensorflow/tensorflow/issues/48470#issuecomment-819874154,fchollet,2021-04-14 21:56:44,48470,[48566],Algorithm design bug,0,Thanks for the report. I would suggest raising [code] for all conv layers in case [code] is [code]. Would you be able to open a PR implementing this change (including tests)?,2
"Thanks @fchollet . I agree that `ValueError` should be raised whenever `filters` is `0`. 
I noticed that the following functions also crash when `filters`=`0`.
```
Conv1DTranspose
Conv3DTranspose
ConvLSTM2D
```

while these run silently, but exception should be raised actually.
```
Conv1D
Conv3D
```
",IssueComment,https://github.com/tensorflow/tensorflow/issues/48470#issuecomment-821033846,lugalUrim,2021-04-16 09:04:13,48470,[48566],Algorithm design bug,0,Thanks @fchollet . I agree that [code] should be raised whenever [code] is [code]. I noticed that the following functions also crash when [code]=[code]. ``[code]`[code]`[code]``,1
@fchollet I'll open a PR for this issue implementing the change.,IssueComment,https://github.com/tensorflow/tensorflow/issues/48470#issuecomment-821212786,around-star,2021-04-16 14:21:45,48470,[48566],Algorithm design bug,0,@fchollet I'll open a PR for this issue implementing the change.,3
/cc @nikitamaia (Assign/In progress),IssueComment,https://github.com/tensorflow/tensorflow/issues/48470#issuecomment-821847273,bhack,2021-04-17 16:12:44,48470,[48566],Algorithm design bug,0,/cc @nikitamaia (Assign/In progress),0
"@nikitamaia , @fchollet , @bhack I have sent in a [PR](https://github.com/tensorflow/tensorflow/pull/48566) for this issue. Can you please review it ?",IssueComment,https://github.com/tensorflow/tensorflow/issues/48470#issuecomment-822564013,around-star,2021-04-19 15:33:55,48470,[48566],Algorithm design bug,0,"@nikitamaia , @fchollet , @bhack I have sent in a [PR]([url] for this issue. Can you please review it ?",0
"Are you satisfied with the resolution of your issue?
<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfaP12TRhd9xSxjXZjcZFNXPGk4kc1-qMdv3gc6bEP90vY1ew/viewform?entry.85265664=Yes&entry.2137816233=https://github.com/tensorflow/tensorflow/issues/48470"">Yes</a>
<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfaP12TRhd9xSxjXZjcZFNXPGk4kc1-qMdv3gc6bEP90vY1ew/viewform?entry.85265664=No&entry.2137816233=https://github.com/tensorflow/tensorflow/issues/48470"">No</a>
",IssueComment,https://github.com/tensorflow/tensorflow/issues/48470#issuecomment-823514830,google-ml-butler[bot],2021-04-20 18:42:35,48470,[48566],Algorithm design bug,0,"Are you satisfied with the resolution of your issue? <a href=""[url]"">Yes</a> <a href=""[url]"">No</a>",0
"Are you satisfied with the resolution of your issue?
<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfaP12TRhd9xSxjXZjcZFNXPGk4kc1-qMdv3gc6bEP90vY1ew/viewform?entry.85265664=Yes&entry.2137816233=https://github.com/tensorflow/tensorflow/issues/48606"">Yes</a>
<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfaP12TRhd9xSxjXZjcZFNXPGk4kc1-qMdv3gc6bEP90vY1ew/viewform?entry.85265664=No&entry.2137816233=https://github.com/tensorflow/tensorflow/issues/48606"">No</a>
",IssueComment,https://github.com/tensorflow/tensorflow/issues/48606#issuecomment-843300164,google-ml-butler[bot],2021-05-18 16:02:26,48606,[48595],Visualization bug,0,"Are you satisfied with the resolution of your issue? <a href=""[url]"">Yes</a> <a href=""[url]"">No</a>",0
"@lugalUrim 
When you make a model and compile, it gives the expected error.
Example:
```python
model = tf.keras.Sequential()
model.add(tf.keras.layers.Conv2D(filters, kernel_size, strides=strides, padding=padding))
model.add(tf.keras.layers.Conv2D(filters, kernel_size, strides=strides, padding=padding))
model.compile(loss = 'categorical_crossentropy',optimizer = 'adam', metrics = ['accuracy'])
model.fit(np.random.rand(10, 1, 1, 3))
```
Error trace:
```
ValueError: in user code:

    /usr/local/lib/python3.7/dist-packages/tensorflow/python/keras/engine/training.py:805 train_function  *
        return step_function(self, iterator)
    /usr/local/lib/python3.7/dist-packages/tensorflow/python/keras/engine/training.py:795 step_function  **
        outputs = model.distribute_strategy.run(run_step, args=(data,))
    /usr/local/lib/python3.7/dist-packages/tensorflow/python/distribute/distribute_lib.py:1259 run
        return self._extended.call_for_each_replica(fn, args=args, kwargs=kwargs)
    /usr/local/lib/python3.7/dist-packages/tensorflow/python/distribute/distribute_lib.py:2730 call_for_each_replica
        return self._call_for_each_replica(fn, args, kwargs)
    /usr/local/lib/python3.7/dist-packages/tensorflow/python/distribute/distribute_lib.py:3417 _call_for_each_replica
        return fn(*args, **kwargs)
    /usr/local/lib/python3.7/dist-packages/tensorflow/python/keras/engine/training.py:788 run_step  **
        outputs = model.train_step(data)
    /usr/local/lib/python3.7/dist-packages/tensorflow/python/keras/engine/training.py:754 train_step
        y_pred = self(x, training=True)
    /usr/local/lib/python3.7/dist-packages/tensorflow/python/keras/engine/base_layer.py:1012 __call__
        outputs = call_fn(inputs, *args, **kwargs)
    /usr/local/lib/python3.7/dist-packages/tensorflow/python/keras/engine/sequential.py:389 call
        outputs = layer(inputs, **kwargs)
    /usr/local/lib/python3.7/dist-packages/tensorflow/python/keras/engine/base_layer.py:1012 __call__
        outputs = call_fn(inputs, *args, **kwargs)
    /usr/local/lib/python3.7/dist-packages/tensorflow/python/keras/layers/convolutional.py:248 call
        outputs = self._convolution_op(inputs, self.kernel)
    /usr/local/lib/python3.7/dist-packages/tensorflow/python/util/dispatch.py:201 wrapper
        return target(*args, **kwargs)
    /usr/local/lib/python3.7/dist-packages/tensorflow/python/ops/nn_ops.py:1020 convolution_v2
        name=name)
    /usr/local/lib/python3.7/dist-packages/tensorflow/python/ops/nn_ops.py:1150 convolution_internal
        name=name)
    /usr/local/lib/python3.7/dist-packages/tensorflow/python/ops/nn_ops.py:2604 _conv2d_expanded_batch
        name=name)
    /usr/local/lib/python3.7/dist-packages/tensorflow/python/ops/gen_nn_ops.py:973 conv2d
        data_format=data_format, dilations=dilations, name=name)
    /usr/local/lib/python3.7/dist-packages/tensorflow/python/framework/op_def_library.py:750 _apply_op_helper
        attrs=attr_protos, op_def=op_def)
    /usr/local/lib/python3.7/dist-packages/tensorflow/python/framework/func_graph.py:592 _create_op_internal
        compute_device)
    /usr/local/lib/python3.7/dist-packages/tensorflow/python/framework/ops.py:3536 _create_op_internal
        op_def=op_def)
    /usr/local/lib/python3.7/dist-packages/tensorflow/python/framework/ops.py:2016 __init__
        control_input_ops, op_def)
    /usr/local/lib/python3.7/dist-packages/tensorflow/python/framework/ops.py:1856 _create_c_op
        raise ValueError(str(e))

    ValueError: Negative dimension size caused by subtracting 2 from 1 for '{{node sequential_1/conv2d_5/Conv2D}} = Conv2D[T=DT_FLOAT, data_format=""NHWC"", dilations=[1, 1, 1, 1], explicit_paddings=[], padding=""VALID"", strides=[1, 2, 2, 1], use_cudnn_on_gpu=true](IteratorGetNext, sequential_1/conv2d_5/Conv2D/ReadVariableOp)' with input shapes: [?,1,1,3], [2,2,3,3].

```

Please close this issue if the query is resolved.
Thanks",IssueComment,https://github.com/tensorflow/tensorflow/issues/48589#issuecomment-821833925,AdityaKane2001,2021-04-17 14:46:10,48589,[48610],Algorithm design bug,0,"@lugalUrim When you make a model and compile, it gives the expected error. Example: ``[code]`[code]`[code]`` Please close this issue if the query is resolved. Thanks",0
"Thanks @AdityaKane2001 . When I make a model, it raises a `ValueError` indeed.

As far as I am concerned, it would be better if the error can also be raised when building a layer for invalid input. 

 - Image this case: One breaks the model into multiple blocks to debug, and every single block (consisting of one or more layers) works fine with some input, but when putting them altogether into a model, it gives some error. It is a bit confusing, right.

 - This bug leads to future crash when taking gradient.
First, build a layer. (Executes successfully)
```
import tensorflow as tf
import numpy as np

filters, kernel_size, strides, padding = 3, [2, 2], 2, 'valid'
data = np.random.rand(1, 1, 1, 1)
layer = tf.keras.layers.Conv2D(filters, kernel_size, strides=strides, padding=padding)
print(layer(data).shape)
```
Second, take the gradient. (**Session crashes**.)
```
with tf.GradientTape() as tape:
  out = layer(data)
  loss = tf.reduce_sum(out)
  layer_variables = layer.trainable_variables
  grads = tape.gradient(loss, layer_variables)
```",IssueComment,https://github.com/tensorflow/tensorflow/issues/48589#issuecomment-822010915,lugalUrim,2021-04-18 15:35:43,48589,[48610],Algorithm design bug,0,"Thanks @AdityaKane2001 . When I make a model, it raises a [code] indeed. As far as I am concerned, it would be better if the error can also be raised when building a layer for invalid input. - Image this case: One breaks the model into multiple blocks to debug, and every single block (consisting of one or more layers) works fine with some input, but when putting them altogether into a model, it gives some error. It is a bit confusing, right. - This bug leads to future crash when taking gradient. First, build a layer. (Executes successfully) ``[code]`[code]`[code]``",0
"@lugalUrim 
The thing is, mostly one does not execute a layer like this without putting it into a model, for obvious reasons. But yes, it's a valid thing to expect, and we can perhaps implement it.",IssueComment,https://github.com/tensorflow/tensorflow/issues/48589#issuecomment-822012050,AdityaKane2001,2021-04-18 15:42:43,48589,[48610],Algorithm design bug,0,"@lugalUrim The thing is, mostly one does not execute a layer like this without putting it into a model, for obvious reasons. But yes, it's a valid thing to expect, and we can perhaps implement it.",2
/cc  @nikitamaia Assign/Inprogress,IssueComment,https://github.com/tensorflow/tensorflow/issues/48589#issuecomment-822626803,bhack,2021-04-19 17:00:43,48589,[48610],Algorithm design bug,0,/cc @nikitamaia Assign/Inprogress,0
"Requesting to close, solved in #48610 
Thanks",IssueComment,https://github.com/tensorflow/tensorflow/issues/48589#issuecomment-840681863,AdityaKane2001,2021-05-13 16:37:49,48589,[48610],Algorithm design bug,0,"Requesting to close, solved in #48610 Thanks",3
"Yes, as a suggestion please use a valid pattern in the PR next time for autolinking https://docs.github.com/en/github/managing-your-work-on-github/linking-a-pull-request-to-an-issue#linking-a-pull-request-to-an-issue-using-a-keyword",IssueComment,https://github.com/tensorflow/tensorflow/issues/48589#issuecomment-840689999,bhack,2021-05-13 16:51:25,48589,[48610],Algorithm design bug,0,"Yes, as a suggestion please use a valid pattern in the PR next time for autolinking [url]#linking-a-pull-request-to-an-issue-using-a-keyword",1
"Are you satisfied with the resolution of your issue?
<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfaP12TRhd9xSxjXZjcZFNXPGk4kc1-qMdv3gc6bEP90vY1ew/viewform?entry.85265664=Yes&entry.2137816233=https://github.com/tensorflow/tensorflow/issues/48589"">Yes</a>
<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfaP12TRhd9xSxjXZjcZFNXPGk4kc1-qMdv3gc6bEP90vY1ew/viewform?entry.85265664=No&entry.2137816233=https://github.com/tensorflow/tensorflow/issues/48589"">No</a>
",IssueComment,https://github.com/tensorflow/tensorflow/issues/48589#issuecomment-840707475,google-ml-butler[bot],2021-05-13 17:20:50,48589,[48610],Algorithm design bug,0,"Are you satisfied with the resolution of your issue? <a href=""[url]"">Yes</a> <a href=""[url]"">No</a>",0
Thank you @AdityaKane2001 @bhack closed this as the PR got merged,IssueComment,https://github.com/tensorflow/tensorflow/issues/48589#issuecomment-840707940,rthadur,2021-05-13 17:21:40,48589,[48610],Algorithm design bug,0,Thank you @AdityaKane2001 @bhack closed this as the PR got merged,5
"> Yes, as a suggestion please use a valid pattern in the PR next time for autolinking https://docs.github.com/en/github/managing-your-work-on-github/linking-a-pull-request-to-an-issue#linking-a-pull-request-to-an-issue-using-a-keyword

Sure, would do",IssueComment,https://github.com/tensorflow/tensorflow/issues/48589#issuecomment-840716088,AdityaKane2001,2021-05-13 17:35:50,48589,[48610],Algorithm design bug,0,"> Yes, as a suggestion please use a valid pattern in the PR next time for autolinking [url]#linking-a-pull-request-to-an-issue-using-a-keyword Sure, would do",1
related PR has been approved and will be merged soon. Thank you ,IssueComment,https://github.com/tensorflow/tensorflow/issues/48627#issuecomment-830280170,rthadur,2021-04-30 18:26:32,48627,[48626],Documentation bug,0,related PR has been approved and will be merged soon. Thank you,4
Adding @pedro-r-marques who wrote the code.,IssueComment,https://github.com/tensorflow/tensorflow/issues/48609#issuecomment-822085350,foxik,2021-04-18 23:33:57,48609,[48634],Algorithm design bug,0,Adding @pedro-r-marques who wrote the code.,0
Was able to reproduce the issue in TF 2.4.1 and nightly versions. Please find the gist [here](https://colab.research.google.com/gist/saikumarchalla/17a0a4e7dd419bf42f096ccb9db1fca1/raggedsparsecategoricalcrossentropybug.ipynb). Thanks!,IssueComment,https://github.com/tensorflow/tensorflow/issues/48609#issuecomment-823017239,saikumarchalla,2021-04-20 06:42:49,48609,[48634],Algorithm design bug,0,Was able to reproduce the issue in TF 2.4.1 and nightly versions. Please find the gist [here]([url] Thanks!,1
"Are you satisfied with the resolution of your issue?
<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfaP12TRhd9xSxjXZjcZFNXPGk4kc1-qMdv3gc6bEP90vY1ew/viewform?entry.85265664=Yes&entry.2137816233=https://github.com/tensorflow/tensorflow/issues/48609"">Yes</a>
<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfaP12TRhd9xSxjXZjcZFNXPGk4kc1-qMdv3gc6bEP90vY1ew/viewform?entry.85265664=No&entry.2137816233=https://github.com/tensorflow/tensorflow/issues/48609"">No</a>
",IssueComment,https://github.com/tensorflow/tensorflow/issues/48609#issuecomment-824287925,google-ml-butler[bot],2021-04-21 19:01:08,48609,[48634],Algorithm design bug,0,"Are you satisfied with the resolution of your issue? <a href=""[url]"">Yes</a> <a href=""[url]"">No</a>",0
"That's how ""ReLU"" looks like if we obey 
```
  f(x) = max_value if x >= max_value
  f(x) = x if threshold <= x < max_value
  f(x) = negative_slope * (x - threshold) otherwise

negative_slope = 1
threshold = -1
max_value = 1
```
![image](https://user-images.githubusercontent.com/37601244/115468201-07091680-a233-11eb-9567-796d263a6ad5.png)

It does not look like ""**Re**ctified **L**inear **U**nit anymore so I think it's no point to fix it and I recommend modifying the docs. (https://github.com/tensorflow/tensorflow/pull/48654)",IssueComment,https://github.com/tensorflow/tensorflow/issues/48646#issuecomment-823623999,szutenberg,2021-04-20 21:52:50,48646,[48654],Algorithm design bug,0,"That's how ""ReLU"" looks like if we obey ``[code]`` ![image]([url] It does not look like ""**Re**ctified **L**inear **U**nit anymore so I think it's no point to fix it and I recommend modifying the docs. ([url]",-1
"@szutenberg 
>   f(x) = negative_slope * (x - threshold) otherwise

Can we do
` f(x) =   negative_slope * (x - threshold) + threshold `

This will work for the general case as `f(x) .= x for x = threshold` ",IssueComment,https://github.com/tensorflow/tensorflow/issues/48646#issuecomment-823772531,AdityaKane2001,2021-04-21 04:46:51,48646,[48654],Algorithm design bug,0,@szutenberg > f(x) = negative_slope * (x - threshold) otherwise Can we do [code] This will work for the general case as [code],0
"@szutenberg 
Also, there's something more weird going on with `tf.keras.backend.relu` function. Here's how it works:
```python
a = np.array( [ [0.5,2] , [-1.5,-0.5] ])
# array([[ 0.5,  2. ],
#       [-1.5, -0.5]])
print(tf.keras.backend.relu(a, alpha = 1, max_value = 1, threshold=-1)) 
# Output :
# tf.Tensor(
# [[ 0.5  1. ]
# [-0.5  0. ]], shape=(2, 2), dtype=float64)
```

According to your graph the (1,1) entry should be -0.5. 
",IssueComment,https://github.com/tensorflow/tensorflow/issues/48646#issuecomment-823824201,AdityaKane2001,2021-04-21 06:54:16,48646,[48654],Algorithm design bug,0,"@szutenberg Also, there's something more weird going on with [code] function. Here's how it works: ``[code]`` According to your graph the (1,1) entry should be -0.5.",-1
"@AdityaKane2001 

Yes, it does not match my graph because I drew it by following:
```
  f(x) = max_value if x >= max_value
  f(x) = x if threshold <= x < max_value
  f(x) = negative_slope * (x - threshold) otherwise
```

That's why I propose PR https://github.com/tensorflow/tensorflow/pull/48654 which solves the problem (negative threshold is simply not supported).

I tried to understand why the threshold parameter was introduced. I found commit https://github.com/tensorflow/tensorflow/commit/0cf2c612e5e6ff8c5026011e8186056801def747 . I don't understand what is the point to introduce such consolidation. Any ideas?

Note that in [keras.layers.ThresholdedReLU](https://www.tensorflow.org/api_docs/python/tf/keras/layers/ThresholdedReLU) `theta >= 0` (`theta` is equivalent to `threshold` in ReLU).

We should not replace `f(x) = negative_slope * (x - threshold)` with `f(x) = negative_slope * (x - threshold) + threshold` because it would break compatibility with [keras.layers.ThresholdedReLU](https://www.tensorflow.org/api_docs/python/tf/keras/layers/ThresholdedReLU) by modifying behaviour for positive theshold value (f(x) would return threshold instead of 0).",IssueComment,https://github.com/tensorflow/tensorflow/issues/48646#issuecomment-826310481,szutenberg,2021-04-25 11:45:11,48646,[48654],Algorithm design bug,0,"@AdityaKane2001 Yes, it does not match my graph because I drew it by following: ``[code]`[code]theta >= 0[code]theta[code]threshold[code]f(x) = negative_slope * (x - threshold)[code]f(x) = negative_slope * (x - threshold) + threshold` because it would break compatibility with [keras.layers.ThresholdedReLU]([url] by modifying behaviour for positive theshold value (f(x) would return threshold instead of 0).",0
"@szutenberg 
Fair enough. But then should we modify the relu function itself, asserting that we do have a non-negative threshold? It will remove any ambiguity for the user in case the user tries to enter a negative threshold value.

However, even though the use case is extremely rare, it is perhaps best to keep it like that and clear bugs, if any, because it gives more flexibility, as `ThresholdedReLU` only allows a normal ReLU to be used with a threshold, and not some custom variant of it.

So, another possible solution may be to resolve those errors and bugs in the relu function, and eliminate `ThresholdedReLU` as it will be sort of a duplicate.",IssueComment,https://github.com/tensorflow/tensorflow/issues/48646#issuecomment-826316232,AdityaKane2001,2021-04-25 12:26:56,48646,[48654],Algorithm design bug,0,"@szutenberg Fair enough. But then should we modify the relu function itself, asserting that we do have a non-negative threshold? It will remove any ambiguity for the user in case the user tries to enter a negative threshold value. However, even though the use case is extremely rare, it is perhaps best to keep it like that and clear bugs, if any, because it gives more flexibility, as [code] only allows a normal ReLU to be used with a threshold, and not some custom variant of it. So, another possible solution may be to resolve those errors and bugs in the relu function, and eliminate [code] as it will be sort of a duplicate.",0
"@AdityaKane2001 I added additional asserts to ReLU.

From the graph I drew, we can see that such scenario **probably** does not make any sense. It's not continuous at -1, this sudden change may break gradient descent.

I don't understand what is the idea behind https://github.com/tensorflow/tensorflow/commit/0cf2c612e5e6ff8c5026011e8186056801def747 and I'd rather revert it than eliminate ThresholdedReLU. People use ThresholdedReLU: [example 1](https://github.com/gao-lab/REVA-Data_Source_Code/blob/9da1a9fcfa04663b6a09a9c2549af9dddcc9848a/Variant_annotation/CNNs/model_structures.py#L17), [example 2](https://github.com/tincochan/vGame_bgm_remix/blob/4135b1a5ff9f1de9107facb8623d586200c0246e/rnn-cnn-gan-enhancer.py#L66)

For very rare use cases users can implement their own layers.",IssueComment,https://github.com/tensorflow/tensorflow/issues/48646#issuecomment-826327078,szutenberg,2021-04-25 13:44:32,48646,[48654],Algorithm design bug,0,"@AdityaKane2001 I added additional asserts to ReLU. From the graph I drew, we can see that such scenario **probably** does not make any sense. It's not continuous at -1, this sudden change may break gradient descent. I don't understand what is the idea behind [url] and I'd rather revert it than eliminate ThresholdedReLU. People use ThresholdedReLU: [example 1]([url]#L17), [example 2]([url]#L66) For very rare use cases users can implement their own layers.",-2
"@szutenberg 
I agree with you. The use case is very (very) small..",IssueComment,https://github.com/tensorflow/tensorflow/issues/48646#issuecomment-826343202,AdityaKane2001,2021-04-25 15:32:16,48646,[48654],Algorithm design bug,0,@szutenberg I agree with you. The use case is very (very) small..,0
"Are you satisfied with the resolution of your issue?
<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfaP12TRhd9xSxjXZjcZFNXPGk4kc1-qMdv3gc6bEP90vY1ew/viewform?entry.85265664=Yes&entry.2137816233=https://github.com/tensorflow/tensorflow/issues/48646"">Yes</a>
<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfaP12TRhd9xSxjXZjcZFNXPGk4kc1-qMdv3gc6bEP90vY1ew/viewform?entry.85265664=No&entry.2137816233=https://github.com/tensorflow/tensorflow/issues/48646"">No</a>
",IssueComment,https://github.com/tensorflow/tensorflow/issues/48646#issuecomment-840888841,google-ml-butler[bot],2021-05-13 23:17:50,48646,[48654],Algorithm design bug,0,"Are you satisfied with the resolution of your issue? <a href=""[url]"">Yes</a> <a href=""[url]"">No</a>",0
"Are you satisfied with the resolution of your issue?
<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfaP12TRhd9xSxjXZjcZFNXPGk4kc1-qMdv3gc6bEP90vY1ew/viewform?entry.85265664=Yes&entry.2137816233=https://github.com/tensorflow/tensorflow/issues/48961"">Yes</a>
<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfaP12TRhd9xSxjXZjcZFNXPGk4kc1-qMdv3gc6bEP90vY1ew/viewform?entry.85265664=No&entry.2137816233=https://github.com/tensorflow/tensorflow/issues/48961"">No</a>
",IssueComment,https://github.com/tensorflow/tensorflow/issues/48961#issuecomment-840763389,google-ml-butler[bot],2021-05-13 18:55:33,48961,[48962],Algorithm design bug,0,"Are you satisfied with the resolution of your issue? <a href=""[url]"">Yes</a> <a href=""[url]"">No</a>",0
Thanks.. Can you submit a small PR?,IssueComment,https://github.com/tensorflow/tensorflow/issues/49046#issuecomment-836782156,bhack,2021-05-10 14:39:45,49046,[49049],Code bug,0,Thanks.. Can you submit a small PR?,2
"Are you satisfied with the resolution of your issue?
<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfaP12TRhd9xSxjXZjcZFNXPGk4kc1-qMdv3gc6bEP90vY1ew/viewform?entry.85265664=Yes&entry.2137816233=https://github.com/tensorflow/tensorflow/issues/49046"">Yes</a>
<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfaP12TRhd9xSxjXZjcZFNXPGk4kc1-qMdv3gc6bEP90vY1ew/viewform?entry.85265664=No&entry.2137816233=https://github.com/tensorflow/tensorflow/issues/49046"">No</a>
",IssueComment,https://github.com/tensorflow/tensorflow/issues/49046#issuecomment-840773527,google-ml-butler[bot],2021-05-13 19:12:52,49046,[49049],Code bug,0,"Are you satisfied with the resolution of your issue? <a href=""[url]"">Yes</a> <a href=""[url]"">No</a>",0
